Bin-Kapazitaet,LB,Hill Climbing,First Fit Descending,Abs. LB HC,Abs. LB FFD,Zeit HC (sec),Zeit FFD (sec)
1000.0,20.0,21.0,23.2,1.0,3.2,0.18750000000000003,0.0
1000.0,40.0,41.25,45.8,1.25,5.8,0.5015000000000001,0.0005
1000.0,83.0,85.9,95.0,2.9,12.0,1.496,0.010000000000000002
1000.0,167.0,175.35,190.05,8.35,23.05,5.335500000000001,0.04550000000000002
150.0,49.05,49.5,49.75,0.45,0.7,0.2699999999999999,0.0
150.0,101.55,102.65,103.1,1.1,1.55,1.7145,0.010000000000000002
150.0,201.2,202.85,203.9,1.65,2.7,6.000500000000001,0.06050000000000001
150.0,400.55,403.6,405.4,3.05,4.85,22.325500000000005,0.20800000000000002
