Typ,Anzahl Items,Bin-Kapazitaet,LB,Hill Climbing,First Fit Descending,Abs. LB HC,Abs. LB FFD,Zeit HC (sec),Zeit FFD (sec)
uniform,250,150.0,101.0,103.0,104.0,2.0,3.0,1.81,0.01
uniform,250,150.0,101.0,102.0,102.0,1.0,1.0,1.82,0.01
uniform,250,150.0,102.0,103.0,104.0,1.0,2.0,1.83,0.01
uniform,250,150.0,99.0,100.0,100.0,1.0,1.0,1.84,0.01
uniform,250,150.0,102.0,102.0,103.0,0.0,1.0,0.04,0.01
uniform,250,150.0,101.0,102.0,103.0,1.0,2.0,2.18,0.01
uniform,250,150.0,100.0,101.0,101.0,1.0,1.0,1.77,0.01
uniform,250,150.0,105.0,107.0,107.0,2.0,2.0,1.87,0.01
uniform,500,150.0,207.0,210.0,210.0,3.0,3.0,4.29,0.03
uniform,500,150.0,198.0,200.0,201.0,2.0,3.0,4.5,0.05
uniform,500,150.0,196.0,197.0,199.0,1.0,3.0,6.33,0.12
uniform,500,150.0,201.0,203.0,204.0,2.0,3.0,6.13,0.05
uniform,500,150.0,202.0,204.0,205.0,2.0,3.0,5.86,0.05
uniform,500,150.0,204.0,205.0,206.0,1.0,2.0,6.74,0.05
uniform,500,150.0,199.0,201.0,202.0,2.0,3.0,5.74,0.05
uniform,500,150.0,204.0,206.0,207.0,2.0,3.0,5.8,0.05
uniform,500,150.0,202.0,203.0,204.0,1.0,2.0,6.26,0.05
uniform,500,150.0,204.0,206.0,207.0,2.0,3.0,5.82,0.05
uniform,500,150.0,198.0,200.0,201.0,2.0,3.0,6.1,0.05
uniform,500,150.0,200.0,202.0,203.0,2.0,3.0,7.18,0.21
uniform,500,150.0,201.0,203.0,204.0,2.0,3.0,6.77,0.05
uniform,500,150.0,200.0,201.0,202.0,1.0,2.0,5.73,0.05
uniform,500,150.0,196.0,197.0,198.0,1.0,2.0,6.01,0.05
uniform,500,150.0,206.0,207.0,209.0,1.0,3.0,6.74,0.05
uniform,500,150.0,196.0,197.0,199.0,1.0,3.0,6.0,0.05
uniform,500,150.0,202.0,204.0,205.0,2.0,3.0,6.2,0.05
uniform,500,150.0,206.0,207.0,207.0,1.0,1.0,5.83,0.05
uniform,500,150.0,202.0,204.0,205.0,2.0,3.0,5.98,0.05
uniform,1000,150.0,399.0,402.0,404.0,3.0,5.0,24.92,0.2
uniform,1000,150.0,399.0,402.0,404.0,3.0,5.0,21.52,0.23
uniform,1000,150.0,394.0,400.0,400.0,6.0,6.0,22.22,0.19
uniform,1000,150.0,395.0,398.0,399.0,3.0,4.0,21.65,0.18
uniform,1000,150.0,393.0,396.0,398.0,3.0,5.0,22.21,0.19
uniform,1000,150.0,411.0,414.0,416.0,3.0,5.0,24.22,0.43
uniform,1000,150.0,411.0,412.0,416.0,1.0,5.0,20.94,0.19
uniform,1000,150.0,404.0,406.0,409.0,2.0,5.0,21.52,0.21
uniform,1000,150.0,396.0,399.0,401.0,3.0,5.0,22.46,0.19
uniform,1000,150.0,399.0,401.0,403.0,2.0,4.0,20.91,0.2
uniform,1000,150.0,404.0,407.0,407.0,3.0,3.0,22.56,0.19
uniform,1000,150.0,400.0,403.0,406.0,3.0,6.0,21.64,0.19
uniform,1000,150.0,399.0,403.0,403.0,4.0,4.0,22.7,0.2
uniform,1000,150.0,406.0,408.0,411.0,2.0,5.0,22.68,0.19
uniform,1000,150.0,397.0,400.0,402.0,3.0,5.0,22.31,0.2
uniform,1000,150.0,401.0,405.0,405.0,4.0,4.0,21.97,0.19
uniform,1000,150.0,400.0,401.0,404.0,1.0,4.0,22.97,0.19
uniform,1000,150.0,397.0,401.0,404.0,4.0,7.0,22.31,0.21
uniform,1000,150.0,404.0,408.0,408.0,4.0,4.0,22.42,0.19
uniform,1000,150.0,402.0,406.0,408.0,4.0,6.0,22.38,0.2
