Typ,Anzahl Items,Bin-Kapazitaet,LB,Hill Climbing,First Fit Descending,Abs. LB HC,Abs. LB FFD,Zeit HC (sec),Zeit FFD (sec)
uniform,120,150.0,52.0,52.0,52.0,0.0,0.0,0.01,0.01
uniform,120,150.0,48.0,48.0,49.0,0.0,1.0,0.01,0.0
uniform,120,150.0,46.0,46.0,47.0,0.0,1.0,0.06,0.0
uniform,120,150.0,49.0,49.0,49.0,0.0,0.0,0.02,0.01
uniform,120,150.0,50.0,50.0,50.0,0.0,0.0,0.02,0.0
uniform,250,150.0,100.0,101.0,101.0,1.0,1.0,0.6,0.01
uniform,250,150.0,97.0,97.0,99.0,0.0,2.0,0.37,0.01
uniform,250,150.0,103.0,104.0,105.0,1.0,2.0,0.96,0.01
uniform,250,150.0,101.0,102.0,102.0,1.0,1.0,0.95,0.01
uniform,250,150.0,105.0,107.0,107.0,2.0,2.0,0.97,0.01
uniform,250,150.0,105.0,106.0,107.0,1.0,2.0,0.94,0.01
uniform,250,150.0,102.0,104.0,104.0,2.0,2.0,0.94,0.01
uniform,250,150.0,100.0,101.0,102.0,1.0,2.0,0.93,0.01
uniform,250,150.0,100.0,100.0,101.0,0.0,1.0,0.07,0.01
uniform,250,150.0,105.0,106.0,106.0,1.0,1.0,0.88,0.01
uniform,250,150.0,100.0,101.0,101.0,1.0,1.0,1.11,0.01
uniform,250,150.0,102.0,103.0,103.0,1.0,1.0,1.08,0.01
uniform,250,150.0,101.0,103.0,104.0,2.0,3.0,1.02,0.01
uniform,250,150.0,101.0,102.0,102.0,1.0,1.0,1.9,0.05
uniform,250,150.0,102.0,103.0,104.0,1.0,2.0,1.91,0.02
uniform,250,150.0,99.0,100.0,100.0,1.0,1.0,1.67,0.02
uniform,250,150.0,102.0,102.0,103.0,0.0,1.0,0.17,0.02
uniform,250,150.0,101.0,102.0,103.0,1.0,2.0,0.94,0.01
uniform,250,150.0,100.0,101.0,101.0,1.0,1.0,1.51,0.02
uniform,250,150.0,105.0,107.0,107.0,2.0,2.0,1.34,0.01
uniform,500,150.0,207.0,210.0,210.0,3.0,3.0,2.01,0.03
uniform,500,150.0,198.0,199.0,201.0,1.0,3.0,1.93,0.03
uniform,500,150.0,196.0,198.0,199.0,2.0,3.0,3.08,0.05
uniform,500,150.0,201.0,202.0,204.0,1.0,3.0,3.05,0.05
uniform,500,150.0,202.0,203.0,205.0,1.0,3.0,3.08,0.05
uniform,500,150.0,204.0,206.0,206.0,2.0,2.0,3.14,0.05
uniform,500,150.0,199.0,201.0,202.0,2.0,3.0,2.96,0.05
uniform,500,150.0,204.0,206.0,207.0,2.0,3.0,2.92,0.05
uniform,500,150.0,202.0,204.0,204.0,2.0,2.0,3.08,0.05
uniform,500,150.0,204.0,207.0,207.0,3.0,3.0,3.07,0.05
uniform,500,150.0,198.0,200.0,201.0,2.0,3.0,3.14,0.05
uniform,500,150.0,200.0,203.0,203.0,3.0,3.0,3.09,0.05
uniform,500,150.0,201.0,203.0,204.0,2.0,3.0,4.09,0.06
uniform,500,150.0,200.0,201.0,202.0,1.0,2.0,2.85,0.05
