Typ,Anzahl Items,Bin-Kapazitaet,LB,Hill Climbing,First Fit Descending,Abs. LB HC,Abs. LB FFD,Zeit HC (sec),Zeit FFD (sec)
triplet,120,1000.0,40.0,41.0,46.0,1.0,6.0,0.59,0.0
triplet,120,1000.0,40.0,42.0,46.0,2.0,6.0,0.6,0.0
triplet,120,1000.0,40.0,41.0,46.0,1.0,6.0,0.61,0.0
triplet,120,1000.0,40.0,41.0,46.0,1.0,6.0,0.64,0.0
triplet,120,1000.0,40.0,42.0,46.0,2.0,6.0,0.63,0.0
triplet,120,1000.0,40.0,42.0,46.0,2.0,6.0,0.63,0.0
triplet,120,1000.0,40.0,41.0,46.0,1.0,6.0,0.62,0.0
triplet,249,1000.0,83.0,87.0,94.0,4.0,11.0,1.82,0.01
triplet,249,1000.0,83.0,85.0,95.0,2.0,12.0,1.93,0.01
triplet,249,1000.0,83.0,87.0,95.0,4.0,12.0,1.79,0.01
triplet,249,1000.0,83.0,87.0,95.0,4.0,12.0,1.82,0.01
triplet,249,1000.0,83.0,87.0,96.0,4.0,13.0,1.76,0.01
triplet,249,1000.0,83.0,86.0,94.0,3.0,11.0,1.79,0.01
triplet,249,1000.0,83.0,86.0,94.0,3.0,11.0,1.83,0.01
triplet,249,1000.0,83.0,85.0,95.0,2.0,12.0,1.81,0.01
triplet,249,1000.0,83.0,86.0,96.0,3.0,13.0,1.77,0.01
triplet,249,1000.0,83.0,85.0,95.0,2.0,12.0,1.74,0.01
triplet,249,1000.0,83.0,87.0,95.0,4.0,12.0,1.84,0.01
triplet,249,1000.0,83.0,86.0,95.0,3.0,12.0,1.77,0.01
triplet,249,1000.0,83.0,85.0,95.0,2.0,12.0,2.02,0.01
triplet,249,1000.0,83.0,85.0,94.0,2.0,11.0,1.91,0.01
triplet,249,1000.0,83.0,86.0,94.0,3.0,11.0,1.76,0.01
triplet,249,1000.0,83.0,86.0,95.0,3.0,12.0,1.78,0.01
triplet,249,1000.0,83.0,87.0,96.0,4.0,13.0,1.78,0.01
triplet,249,1000.0,83.0,86.0,95.0,3.0,12.0,1.8,0.01
triplet,249,1000.0,83.0,86.0,96.0,3.0,13.0,1.92,0.02
triplet,249,1000.0,83.0,87.0,96.0,4.0,13.0,1.84,0.01
triplet,501,1000.0,167.0,175.0,190.0,8.0,23.0,5.93,0.05
triplet,501,1000.0,167.0,177.0,189.0,10.0,22.0,5.83,0.05
triplet,501,1000.0,167.0,176.0,190.0,9.0,23.0,5.87,0.05
triplet,501,1000.0,167.0,176.0,190.0,9.0,23.0,5.99,0.05
triplet,501,1000.0,167.0,176.0,189.0,9.0,22.0,6.47,0.05
triplet,501,1000.0,167.0,177.0,190.0,10.0,23.0,5.81,0.05
triplet,501,1000.0,167.0,175.0,190.0,8.0,23.0,5.95,0.05
triplet,501,1000.0,167.0,175.0,191.0,8.0,24.0,6.19,0.05
triplet,501,1000.0,167.0,175.0,190.0,8.0,23.0,5.94,0.05
triplet,501,1000.0,167.0,175.0,191.0,8.0,24.0,5.99,0.05
triplet,501,1000.0,167.0,175.0,189.0,8.0,22.0,6.2,0.05
triplet,501,1000.0,167.0,177.0,191.0,10.0,24.0,5.92,0.05
triplet,501,1000.0,167.0,177.0,190.0,10.0,23.0,5.88,0.05
triplet,501,1000.0,167.0,175.0,190.0,8.0,23.0,6.09,0.05
triplet,501,1000.0,167.0,177.0,190.0,10.0,23.0,5.95,0.05
triplet,501,1000.0,167.0,174.0,190.0,7.0,23.0,5.82,0.05
triplet,501,1000.0,167.0,177.0,190.0,10.0,23.0,6.4,0.05
triplet,501,1000.0,167.0,175.0,189.0,8.0,22.0,5.84,0.05
triplet,501,1000.0,167.0,178.0,191.0,11.0,24.0,5.85,0.05
triplet,501,1000.0,167.0,175.0,191.0,8.0,24.0,5.98,0.05
uniform,120,150.0,49.0,49.0,49.0,0.0,0.0,0.01,0.0
uniform,120,150.0,49.0,49.0,50.0,0.0,1.0,0.75,0.0
uniform,120,150.0,52.0,52.0,52.0,0.0,0.0,0.02,0.01
uniform,120,150.0,52.0,52.0,53.0,0.0,1.0,0.64,0.0
uniform,120,150.0,48.0,48.0,49.0,0.0,1.0,0.72,0.0
uniform,120,150.0,50.0,50.0,50.0,0.0,0.0,0.01,0.01
uniform,120,150.0,50.0,51.0,51.0,1.0,1.0,0.76,0.0
uniform,120,150.0,49.0,50.0,50.0,1.0,1.0,0.78,0.0
uniform,120,150.0,46.0,46.0,47.0,0.0,1.0,0.77,0.0
uniform,120,150.0,48.0,48.0,49.0,0.0,1.0,0.72,0.0
uniform,120,150.0,48.0,48.0,49.0,0.0,1.0,0.73,0.0
uniform,120,150.0,49.0,49.0,50.0,0.0,1.0,0.74,0.0
uniform,120,150.0,49.0,49.0,50.0,0.0,1.0,0.78,0.0
uniform,120,150.0,49.0,48.0,50.0,-1.0,1.0,0.66,0.0
uniform,120,150.0,48.0,49.0,49.0,1.0,1.0,0.81,0.0
uniform,120,150.0,52.0,52.0,52.0,0.0,0.0,0.01,0.0
uniform,120,150.0,48.0,48.0,49.0,0.0,1.0,0.77,0.0
uniform,120,150.0,46.0,46.0,47.0,0.0,1.0,0.78,0.0
uniform,120,150.0,49.0,49.0,49.0,0.0,0.0,0.01,0.01
uniform,120,150.0,50.0,50.0,50.0,0.0,0.0,0.01,0.0
uniform,250,150.0,100.0,100.0,101.0,0.0,1.0,1.53,0.01
uniform,250,150.0,97.0,97.0,99.0,0.0,2.0,2.37,0.02
uniform,250,150.0,103.0,104.0,105.0,1.0,2.0,2.4,0.01
uniform,250,150.0,101.0,101.0,102.0,0.0,1.0,2.26,0.01
uniform,250,150.0,105.0,106.0,107.0,1.0,2.0,2.15,0.01
uniform,250,150.0,105.0,106.0,107.0,1.0,2.0,2.31,0.01
uniform,250,150.0,102.0,103.0,104.0,1.0,2.0,2.28,0.01
uniform,250,150.0,100.0,100.0,102.0,0.0,2.0,2.22,0.01
uniform,250,150.0,100.0,100.0,101.0,0.0,1.0,2.27,0.01
uniform,250,150.0,105.0,105.0,106.0,0.0,1.0,2.25,0.01
uniform,250,150.0,100.0,100.0,101.0,0.0,1.0,2.43,0.01
uniform,250,150.0,102.0,102.0,103.0,0.0,1.0,2.21,0.01
uniform,250,150.0,101.0,102.0,104.0,1.0,3.0,2.31,0.01
uniform,250,150.0,101.0,100.0,102.0,-1.0,1.0,2.67,0.01
uniform,250,150.0,102.0,102.0,104.0,0.0,2.0,2.18,0.01
uniform,250,150.0,99.0,99.0,100.0,0.0,1.0,2.38,0.01
uniform,250,150.0,102.0,102.0,103.0,0.0,1.0,2.31,0.01
uniform,250,150.0,101.0,102.0,103.0,1.0,2.0,2.34,0.01
uniform,250,150.0,100.0,100.0,101.0,0.0,1.0,2.24,0.01
uniform,250,150.0,105.0,106.0,107.0,1.0,2.0,2.22,0.01
uniform,500,150.0,207.0,208.0,210.0,1.0,3.0,4.78,0.04
uniform,500,150.0,198.0,199.0,201.0,1.0,3.0,6.62,0.07
uniform,500,150.0,196.0,196.0,199.0,0.0,3.0,7.64,0.05
uniform,500,150.0,201.0,201.0,204.0,0.0,3.0,7.38,0.05
uniform,500,150.0,202.0,202.0,205.0,0.0,3.0,6.91,0.05
uniform,500,150.0,204.0,204.0,206.0,0.0,2.0,7.09,0.06
uniform,500,150.0,199.0,199.0,202.0,0.0,3.0,7.13,0.05
uniform,500,150.0,204.0,205.0,207.0,1.0,3.0,7.0,0.06
uniform,500,150.0,202.0,202.0,204.0,0.0,2.0,7.58,0.05
uniform,500,150.0,204.0,205.0,207.0,1.0,3.0,7.37,0.06
uniform,500,150.0,198.0,198.0,201.0,0.0,3.0,6.87,0.05
uniform,500,150.0,200.0,200.0,203.0,0.0,3.0,6.83,0.06
uniform,500,150.0,201.0,201.0,204.0,0.0,3.0,7.22,0.05
uniform,500,150.0,200.0,200.0,202.0,0.0,2.0,7.27,0.05
uniform,500,150.0,196.0,196.0,198.0,0.0,2.0,6.96,0.05
uniform,500,150.0,206.0,206.0,209.0,0.0,3.0,7.11,0.05
uniform,500,150.0,196.0,197.0,199.0,1.0,3.0,7.53,0.06
uniform,500,150.0,202.0,202.0,205.0,0.0,3.0,7.7,0.05
uniform,500,150.0,206.0,206.0,207.0,0.0,1.0,7.13,0.05
uniform,500,150.0,202.0,202.0,205.0,0.0,3.0,7.07,0.05
uniform,1000,150.0,399.0,399.0,404.0,0.0,5.0,24.98,0.22
uniform,1000,150.0,399.0,399.0,404.0,0.0,5.0,25.5,0.22
uniform,1000,150.0,394.0,395.0,400.0,1.0,6.0,25.22,0.25
uniform,1000,150.0,395.0,395.0,399.0,0.0,4.0,25.3,0.22
uniform,1000,150.0,393.0,393.0,398.0,0.0,5.0,25.47,0.23
uniform,1000,150.0,411.0,413.0,416.0,2.0,5.0,26.52,0.23
uniform,1000,150.0,411.0,411.0,416.0,0.0,5.0,25.35,0.23
uniform,1000,150.0,404.0,404.0,409.0,0.0,5.0,26.86,0.22
uniform,1000,150.0,396.0,396.0,401.0,0.0,5.0,24.85,0.22
uniform,1000,150.0,399.0,399.0,403.0,0.0,4.0,25.45,0.22
uniform,1000,150.0,404.0,404.0,407.0,0.0,3.0,25.16,0.23
uniform,1000,150.0,400.0,400.0,406.0,0.0,6.0,24.67,0.22
uniform,1000,150.0,399.0,399.0,403.0,0.0,4.0,25.37,0.22
uniform,1000,150.0,406.0,406.0,411.0,0.0,5.0,25.26,0.22
uniform,1000,150.0,397.0,398.0,402.0,1.0,5.0,25.01,0.23
uniform,1000,150.0,401.0,402.0,405.0,1.0,4.0,24.75,0.24
uniform,1000,150.0,400.0,400.0,404.0,0.0,4.0,25.59,0.22
uniform,1000,150.0,397.0,398.0,404.0,1.0,7.0,25.01,0.22
uniform,1000,150.0,404.0,404.0,408.0,0.0,4.0,25.2,0.23
uniform,1000,150.0,402.0,403.0,408.0,1.0,6.0,24.96,0.22
